OBJECTID,COMPKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,BIKE_FACILITY,RACK_CAPACITY,DELINEATOR_POSTS,FINISH_TYPE,SURFACE_TYPE,INSTALL_DATE,MOUNT_TYPE,COLOR,MANUFACTURER,MODEL_TYPE,CONDITION,CONDITION_ASSESSMENT_DATE,SIDE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,Shape,SHAPE_LNG,SHAPE_LAT
1393,518934,16,10739,175,31,BKR-2335,BKR,GREENWOOD AVE N 0720 BLOCK W SIDE ( 162) 86 FT S/O N 73RD ST                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,,SUFMT,NONE,OTHER,BKR-RLTYP,GOOD,07/31/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT6, ,N,,"(47.68153216500008, -122.35543063499995)",-122.355430636061996,47.681532164702894
1394,609797,16,14381,105,29,BKR-3349,BKR,E MADISON ST 0425 BLOCK NW SIDE (  75) 75 FT NE/O E HOWE ST                                                                                                                                                                                                    ,CLSTR,4,N,GALV,PCC,01/06/2014 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,06/01/2015 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT3, ,N,,"(47.63602184300004, -122.27782621099999)",-122.277826212090005,47.636021842502096
1395,518933,16,10739,110,31,BKR-2334,BKR,GREENWOOD AVE N 0720 BLOCK W SIDE (  97) 97 FT N/O N 72ND N ST                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/31/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT6, ,N,,"(47.681354559000056, -122.35543139099997)",-122.355431392577998,47.681354558766699
1396,518841,16,10734,111,31,BKR-2311,BKR,GREENWOOD AVE N 0671 BLOCK W SIDE (  98) 98 FT N/O PHINNEY AVE N                                                                                                                                                                                               ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/31/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT6, ,N,,"(47.67817766100006, -122.35544493099997)",-122.355444932723003,47.6781776612888
1397,584839,16,12395,38,-27,BKR-3142,BKR,RAINIER AVE S 0580 BLOCK W SIDE (  15) 15 FT S/O S MEAD ST                                                                                                                                                                                                     ,SGL,2,N,GALV,PCC,05/09/2012 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,11/07/2012 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT2, ,N,,"(47.55031070000007, -122.27735137799999)",-122.277351379720017,47.550310700238498
1398,518843,16,10734,301,31,BKR-2875,BKR,GREENWOOD AVE N 0671 BLOCK W SIDE ( 288) 0 FT S/O N 68TH ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,08/13/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/21/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT6, ,N,,"(47.67869630400003, -122.35544271899994)",-122.355442720653997,47.678696304307898
1399,553219,16,10734,238,31,BKR-2938,BKR,GREENWOOD AVE N 0671 BLOCK W SIDE ( 225) 225 FT N/O PHINNEY AVE N                                                                                                                                                                                              ,SGL,2,N,GALV,PCC,05/18/2010 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,05/18/2010 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT6, ,N,,"(47.67852433300004, -122.35544345299996)",-122.355443454006007,47.678524333268193
1400,517270,16,10683,225,-32,BKR-2681,BKR,GREEN LAKE DR N 0810 BLOCK NE SIDE ( 212) 187 FT SE/O N 82ND ST                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/18/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT6, ,N,,"(47.68811053600007, -122.34243985599994)",-122.342439857281008,47.688110535608004
1401,519152,16,14377,205,-27,BKR-2795,BKR,E MADISON ST 0400 BLOCK SE SIDE ( 175) 175 FT NE/O MCGILVRA N BV E                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/19/2009 12:00:00 AM +0000,SE,SDOT,INSVC,DISTRICT3, ,N,,"(47.63406900200005, -122.28039700699998)",-122.280397008517014,47.634069002156394
1402,516672,16,1548,246,-32,BKR-1545,BKR,12TH AVE 0170 BLOCK E SIDE ( 233) 167 FT S/O E HOWELL ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,07/21/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT3, ,N,,"(47.61710626300004, -122.31675375199995)",-122.316753752975018,47.617106263061004
1403,519150,16,14377,136,27,BKR-2677,BKR,E MADISON ST 0400 BLOCK NW SIDE ( 106) 106 FT NE/O MCGILVRA N BV E                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,07/20/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/19/2009 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT3, ,N,,"(47.63404164000008, -122.280749303)",-122.280749303867012,47.634041639702097
1404,516673,16,1548,223,39,BKR-2176,BKR,12TH AVE 0170 BLOCK W SIDE ( 210) 190 FT S/O E HOWELL ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,09/18/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT3, ,N,,"(47.61704124700003, -122.31704061499994)",-122.317040616618002,47.617041247246803
1405,519151,16,14377,293,27,BKR-2678,BKR,E MADISON ST 0400 BLOCK NW SIDE ( 263) 94 FT SW/O E BLAINE ST                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,07/20/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,01/07/2011 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT3, ,N,,"(47.634343337000075, -122.28029822399998)",-122.280298225034002,47.634343336677098
1406,519153,16,14377,154,27,BKR-2797,BKR,E MADISON ST 0400 BLOCK NW SIDE ( 124) 124 FT NE/O MCGILVRA N BV E                                                                                                                                                                                             ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,08/19/2009 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT3, ,N,,"(47.63407622900007, -122.28069758699996)",-122.28069758802701,47.634076229253601
1407,670613,16,1548,201,39,BKR-3920,BKR,12TH AVE 0170 BLOCK W SIDE ( 188) 188 FT N/O E OLIVE ST                                                                                                                                                                                                        ,SGL,2,N,GALV,PCC,03/31/2017 12:00:00 AM +0000,SUFMT, , ,BKR-INVRU,GOOD,03/31/2017 12:00:00 AM +0000,W, ,INSVC,DISTRICT3, ,N,,"(47.61698104800007, -122.31703966299995)",-122.317039664751007,47.616981048345593
1408,517773,16,13607,487,26,BKR-2856,BKR,WILSON AVE S 0500 BLOCK E SIDE ( 474) 66 FT N/O S FARRAR ST                                                                                                                                                                                                    ,SGL,5,N,GALV,PCC-PAD,,STBS,NONE,OTHER,BKR-RIBON,GOOD,08/21/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT2, ,N,,"(47.55579842700007, -122.27017595799998)",-122.270175959293994,47.555798427263696
1409,517774,16,13607,395,26,BKR-2882,BKR,WILSON AVE S 0500 BLOCK E SIDE ( 382) 158 FT N/O S FARRAR ST                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC-PAD,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/21/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT2, ,N,,"(47.55603565900003, -122.27027193899994)",-122.270271940010005,47.556035659165602
1410,518975,16,14706,32,17,BKR-2047,BKR,E REPUBLICAN ST 0150 BLOCK N SIDE (  19) 19 FT E/O 15TH N AVE E                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,07/22/2009 12:00:00 AM +0000,N,SDOT,INSVC,DISTRICT3, ,N,,"(47.62330961300006, -122.31249321799999)",-122.312493219738016,47.623309613341696
1411,645279,16,12393,169,27,BKR-3721,BKR,RAINIER AVE S 0560 BLOCK E SIDE ( 146) 100 FT N/O S ORCAS ST                                                                                                                                                                                                   ,CLSTR,4,N,GALV,PCC,06/28/2016 12:00:00 AM +0000, , , , ,GOOD,06/28/2016 12:00:00 AM +0000,E, ,INSVC,DISTRICT2, ,N,,"(47.55151908400006, -122.27773610699995)",-122.277736108038013,47.551519084255396
1412,519154,16,14377,251,27,BKR-2798,BKR,E MADISON ST 0400 BLOCK NW SIDE ( 221) 136 FT SW/O E BLAINE ST                                                                                                                                                                                                 ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/19/2009 12:00:00 AM +0000,NW,SDOT,INSVC,DISTRICT3, ,N,,"(47.634262628000045, -122.28041889499997)",-122.280418896374997,47.634262628170603
1413,516743,16,7318,105,-24,BKR-2658,BKR,5TH AVE NE 0830 BLOCK E SIDE (  92) 92 FT N/O NE 83RD ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/17/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT4, ,N,,"(47.68924131700004, -122.32288711599995)",-122.322887117098006,47.689241317438693
1414,613362,16,12393,38,27,BKR-3352,BKR,RAINIER AVE S 0560 BLOCK E SIDE (  15) 15 FT S/O S FINDLAY ST                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,02/02/2014 12:00:00 AM +0000,SUFMT, , ,BKR-RLRCK,GOOD,09/01/2016 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT2, ,N,,"(47.551854225000056, -122.27792041799995)",-122.277920419452002,47.551854225343696
1415,584926,16,6260,640,27,BKR-3145,BKR,4TH AVE S 0590 BLOCK E SIDE ( 617) 215 FT N/O S FRONT ST                                                                                                                                                                                                       ,SGL,2,N,GALV,PCC,05/11/2012 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,,E,SDOT,INSVC,DISTRICT2, ,N,,"(47.548705605000066, -122.32947300199999)",-122.329473002956007,47.548705604768095
1416,517320,16,12393,59,-27,BKR-2424,BKR,RAINIER AVE S 0560 BLOCK W SIDE (  36) 36 FT S/O S FINDLAY ST                                                                                                                                                                                                  ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/07/2009 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT2, ,N,,"(47.551748846000066, -122.27809580199994)",-122.278095803049013,47.551748846291893
1417,614291,16,12393,249,-27,BKR-3359,BKR,RAINIER AVE S 0560 BLOCK W SIDE ( 226) 20 FT N/O S ORCAS ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC,03/18/2014 12:00:00 AM +0000,SUFMT, , ,BKR-RLRCK,GOOD,09/01/2016 12:00:00 AM +0000,W,SDOT,INSVC,DISTRICT2, ,N,,"(47.55126276400006, -122.27782847999998)",-122.277828481002999,47.551262764183498
1418,667165,16,6247,50,-37,BKR-3868,BKR,4TH AVE S 0380 BLOCK W SIDE (  27) 27 FT S/O S SPOKANE SR ST                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,01/26/2017 12:00:00 AM +0000,SUFMT,NONE, ,BKR-INVRU,GOOD,01/26/2017 12:00:00 AM +0000,W, ,INSVC,DISTRICT2, ,N,,"(47.571284915000035, -122.32921132899997)",-122.329211330050995,47.571284914608597
1419,640977,16,12393,137,-27,BKR-3704,BKR,RAINIER AVE S 0560 BLOCK W SIDE ( 114) 132 FT N/O S ORCAS ST                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,01/21/2016 12:00:00 AM +0000, , , , ,GOOD,,W,SDOT,INSVC,DISTRICT2, ,N,,"(47.551549297000065, -122.27798605799995)",-122.277986059672003,47.551549296834501
1420,518793,16,12385,143,27,BKR-2342,BKR,RAINIER AVE S 0480 BLOCK E SIDE ( 120) 120 FT S/O S ANGELINE ST                                                                                                                                                                                                ,SGL,2,N,GALV,PCC,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/10/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT2, ,N,,"(47.559141304000036, -122.28561620599999)",-122.285616206905999,47.559141303936599
1421,518635,16,14591,46,-27,BKR-1002,BKR,E OLIVE WAY 0180 BLOCK S SIDE (  36) 36 FT E/O HARVARD AVE E                                                                                                                                                                                                   ,SGL,2,N,GALV,PCC,04/16/2009 12:00:00 AM +0000,SUFMT,NONE,BKR-CRMTL,BKR-INVRU,GOOD,07/21/2009 12:00:00 AM +0000,S,SDOT,INSVC,DISTRICT3, ,N,,"(47.61982551600005, -122.32201900199999)",-122.322019003126996,47.619825515495698
1422,517387,16,12380,93,27,BKR-2226,BKR,RAINIER AVE S 0420 BLOCK E SIDE (  70) 70 FT S/O S ADAMS ST                                                                                                                                                                                                    ,SGL,2,N,GALV,PCC-PAD,,SUFMT,NONE,BKR-CRMTL,BKR-RLRCK,GOOD,08/05/2009 12:00:00 AM +0000,E,SDOT,INSVC,DISTRICT2, ,N,,"(47.56541284900004, -122.28843580299997)",-122.288435804128014,47.565412849167892
1423,645919,16,12380,53,-30,BKR-3728,BKR,RAINIER AVE S 0420 BLOCK W SIDE (  30) 30 FT S/O S ADAMS ST                                                                                                                                                                                                    ,CLSTR,6,N,GALV,PCC,, , , , , ,04/08/2016 12:00:00 AM +0000,W, ,PLANNED,DISTRICT2, ,N,,"(47.565491964000046, -122.28869230099997)",-122.288692301926005,47.565491964437896
1424,517374,16,12372,246,27,BKR-2141,BKR,RAINIER AVE S 0330 BLOCK NE SIDE ( 223) 152 FT NW/O S WALDEN ST                                                                                                                                                                                                ,SGL,2,N,GALV,PCC-PAD,,SUFMT,NONE,BKR-ARCRE,BKR-RLRCK,GOOD,08/05/2009 12:00:00 AM +0000,NE,SDOT,INSVC,DISTRICT2, ,N,,"(47.57337981500007, -122.29423449199999)",-122.294234493350999,47.573379815211098
